ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",URL,_was_shipping_method,_was_shipping_method_conditions,_priority,_dp_original,slide_template,_vc_post_settings,category_sticky_post,sbg_selected_sidebar,sbg_selected_sidebar_replacement,_um_custom_access_settings,_um_accessible,_um_access_redirect2,_um_access_roles,_um_access_redirect,yst_prominent_words_version,Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
18596,"zone9 (Биробиджан)",,,2016-03-18,was,https://euroroaming.ru/was/zone9-birobidzhan/,,,,,,,"a:6:{s:14:""shipping_title"";s:68:""Еврейская автономная область, Россия"";s:13:""shipping_cost"";s:4:""1050"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Еврейская Аобл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:20:""Биробиджан"";}}}",1,3170,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone9-birobidzhan,,,0,0,0,open,open,2016-03-18
18597,"zone9 (Еврейская Аобл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone9-evrejskaya-aobl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:68:""Еврейская автономная область, Россия"";s:13:""shipping_cost"";s:4:""1575"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Еврейская Аобл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:20:""Биробиджан"";}}}",1,3171,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone9-evrejskaya-aobl-rossiya,,,0,0,0,open,open,2016-03-18
18598,"zone9 (Благовещенск)",,,2016-03-18,was,https://euroroaming.ru/was/zone9-blagoveshhensk/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Амурская обл, Россия"";s:13:""shipping_cost"";s:4:""1050"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Амурская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:24:""Благовещенск"";}}}",1,3172,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone9-blagoveshhensk,,,0,0,0,open,open,2016-03-18
18599,"zone9 (Амурская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone9-amurskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Амурская обл, Россия"";s:13:""shipping_cost"";s:4:""1575"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Амурская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:24:""Благовещенск"";}}}",1,3173,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone9-amurskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18600,"zone11 (Анадырь)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-anadyr/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Чукотский АО, Россия"";s:13:""shipping_cost"";s:4:""1230"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Чукотский АО"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:14:""Анадырь"";}}}",1,3174,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-anadyr,,,0,0,0,open,open,2016-03-18
18601,"zone11 (Чукотский АО, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-chukotskij-ao-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:37:""Чукотский АО, Россия"";s:13:""shipping_cost"";s:4:""1845"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:26:""RU_Чукотский АО"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:14:""Анадырь"";}}}",1,3175,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-chukotskij-ao-rossiya,,,0,0,0,open,open,2016-03-18
18602,"zone11 (Магадан)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-magadan/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Магаданская обл, Россия"";s:13:""shipping_cost"";s:4:""1230"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Магаданская обл"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:14:""Магадан"";}}}",1,3176,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-magadan,,,0,0,0,open,open,2016-03-18
18603,"zone11 (Магаданская обл, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-magadanskaya-obl-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Магаданская обл, Россия"";s:13:""shipping_cost"";s:4:""1845"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Магаданская обл"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:14:""Магадан"";}}}",1,3177,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-magadanskaya-obl-rossiya,,,0,0,0,open,open,2016-03-18
18604,"zone11 (Мирный)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-mirnyj/,,,,,,,"a:6:{s:14:""shipping_title"";s:46:""Респ Саха /Якутия/, Россия"";s:13:""shipping_cost"";s:4:""1230"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:35:""RU_Респ Саха /Якутия/"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Мирный"";}}}",1,3180,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-mirnyj,,,0,0,0,open,open,2016-03-18
18605,"zone11 (Респ Саха /Якутия/, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-resp-saha-yakutiya-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:46:""Респ Саха /Якутия/, Россия"";s:13:""shipping_cost"";s:4:""1845"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:35:""RU_Респ Саха /Якутия/"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Мирный"";}}}",1,3181,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-resp-saha-yakutiya-rossiya,,,0,0,0,open,open,2016-03-18
18606,"zone11 (Норильск)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-norilsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Красноярский край, Россия"";s:13:""shipping_cost"";s:4:""1230"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Красноярский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:16:""Норильск"";}}}",1,3182,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-norilsk,,,0,0,0,open,open,2016-03-18
18607,"zone11 (Красноярский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-krasnoyarskij-kraj-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Красноярский край, Россия"";s:13:""shipping_cost"";s:4:""1845"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Красноярский край"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:16:""Норильск"";}}}",1,3183,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-krasnoyarskij-kraj-rossiya,,,0,0,0,open,open,2016-03-18
18608,"zone11 (Петропавловск-Камчатский)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-petropavlovsk-kamchatskij/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Камчатский край, Россия"";s:13:""shipping_cost"";s:4:""1230"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Камчатский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:47:""Петропавловск-Камчатский"";}}}",1,3184,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-petropavlovsk-kamchatskij,,,0,0,0,open,open,2016-03-18
18609,"zone11 (Камчатский край, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-kamchatskij-kraj-rossiya/,,,,,,,"a:6:{s:14:""shipping_title"";s:43:""Камчатский край, Россия"";s:13:""shipping_cost"";s:4:""1845"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:32:""RU_Камчатский край"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:47:""Петропавловск-Камчатский"";}}}",1,3185,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-kamchatskij-kraj-rossiya,,,0,0,0,open,open,2016-03-18
18610,"zone11 (Якутск)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-yakutsk/,,,,,,,"a:6:{s:14:""shipping_title"";s:46:""Респ Саха /Якутия/, Россия"";s:13:""shipping_cost"";s:4:""1230"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:35:""RU_Респ Саха /Якутия/"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Якутск"";}}}",1,3186,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-yakutsk,,,0,0,0,open,open,2016-03-18
18611,"zone11 (Респ Саха /Якутия/, Россия)",,,2016-03-18,was,https://euroroaming.ru/was/zone11-resp-saha-yakutiya-rossiya-2/,,,,,,,"a:6:{s:14:""shipping_title"";s:46:""Респ Саха /Якутия/, Россия"";s:13:""shipping_cost"";s:4:""1845"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:3:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:35:""RU_Респ Саха /Якутия/"";}i:488346167;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:12:""Якутск"";}}}",1,3187,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone11-resp-saha-yakutiya-rossiya-2,,,0,0,0,open,open,2016-03-18
18612,zone(Москва),,,2016-03-18,was,https://euroroaming.ru/was/zone-moskva/,,,,,,,"a:6:{s:14:""shipping_title"";s:14:""Москва /"";s:13:""shipping_cost"";s:3:""300"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:5:{i:1;a:2:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Москва"";}}i:2;a:3:{i:2011839621;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:949720687;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Московская обл"";}i:668130893;a:3:{s:9:""condition"";s:8:""subtotal"";s:8:""operator"";s:2:""=="";s:5:""value"";s:12:""Москва"";}}i:3;a:2:{i:1223903168;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:2041319232;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""RU_г Москва"";}}i:4;a:3:{i:2048151351;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1305935661;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:18:""RU_г Москва"";}i:1784798019;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""300"";}}i:5;a:1:{i:1044635964;a:3:{s:9:""condition"";s:8:""subtotal"";s:8:""operator"";s:2:""=="";s:5:""value"";s:0:"""";}}}",1,3188,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,,,0,0,,"a:1:{i:0;s:1:""0"";}",,,publish,312,zone-moskva,,,0,0,0,open,open,2016-04-06
18613,"zone(Московская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone-moskovskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:41:""Московская обл, Россия"";s:13:""shipping_cost"";s:3:""350"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:2:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:30:""RU_Московская обл"";}}}",1,3189,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone-moskovskaya-oblast,,,0,0,0,open,open,2016-03-18
18614,zone(Санкт-Петербург),,,2016-03-18,was,https://euroroaming.ru/was/zone-sankt-peterburg/,,,,,,,"a:6:{s:14:""shipping_title"";s:12:""Россия"";s:13:""shipping_cost"";s:3:""500"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:3:{i:1;a:2:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:29:""Санкт-Петербург"";}}i:2;a:2:{i:1703188806;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:2023489137;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:35:""RU_г Санкт-Петербург"";}}i:3;a:3:{i:1107794967;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:2099710627;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:35:""RU_г Санкт-Петербург"";}i:1120892789;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:29:""Санкт-Петербург"";}}}",1,3190,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,,,0,0,,"a:1:{i:0;s:1:""0"";}",,1,publish,312,zone-sankt-peterburg,,,0,0,0,open,open,2017-02-28
18615,"zone(Ленинградская область)",,,2016-03-18,was,https://euroroaming.ru/was/zone-leningradskaya-oblast/,,,,,,,"a:6:{s:14:""shipping_title"";s:47:""Ленинградская обл, Россия"";s:13:""shipping_cost"";s:3:""500"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:7:""taxable"";}","a:1:{i:1;a:2:{i:490500617;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1783138048;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Ленинградская обл"";}}}",1,3191,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone-leningradskaya-oblast,,,0,0,0,open,open,2016-03-18
18617,"zone4 (Сочи)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-sochi/,,,,,,,"a:6:{s:14:""shipping_title"";s:49:""Краснодарский край, Россия"";s:13:""shipping_cost"";s:3:""750"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:38:""RU_Краснодарский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:8:""Сочи"";}}}",1,3118,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-sochi,,,0,0,0,open,open,2016-03-18
18618,"zone4 (Ставрополь)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-stavropol/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Ставропольский край, Россия"";s:13:""shipping_cost"";s:3:""750"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:40:""RU_Ставропольский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:20:""Ставрополь"";}}}",1,3195,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-stavropol,,,0,0,0,open,open,2016-03-18
18619,"zone4 (Ставропольский край)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-stavropolskij-kraj/,,,,,,,"a:6:{s:14:""shipping_title"";s:51:""Ставропольский край, Россия"";s:13:""shipping_cost"";s:4:""1125"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:4:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:40:""RU_Ставропольский край"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:20:""Ставрополь"";}i:512764586;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""!="";s:5:""value"";s:18:""Пятигорск"";}}}",1,3196,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,,,,,,,,,publish,312,zone4-stavropolskij-kraj,,,0,0,0,open,open,2016-09-29
18620,"zone4 (Стерлитамак)",,,2016-03-18,was,https://euroroaming.ru/was/zone4-sterlitamak/,,,,,,,"a:6:{s:14:""shipping_title"";s:59:""Республика Башкортостан, Россия"";s:13:""shipping_cost"";s:3:""750"";s:12:""handling_fee"";s:0:"""";s:13:""cost_per_item"";s:0:"""";s:15:""cost_per_weight"";s:0:"""";s:3:""tax"";s:11:""not_taxable"";}","a:1:{i:1;a:3:{i:1998596183;a:3:{s:9:""condition"";s:7:""country"";s:8:""operator"";s:2:""=="";s:5:""value"";s:2:""RU"";}i:1626916821;a:3:{s:9:""condition"";s:5:""state"";s:8:""operator"";s:2:""=="";s:5:""value"";s:36:""RU_Респ Башкортостан"";}i:2033857824;a:3:{s:9:""condition"";s:4:""city"";s:8:""operator"";s:2:""=="";s:5:""value"";s:22:""Стерлитамак"";}}}",1,3197,default,"a:1:{s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,publish,312,zone4-sterlitamak,,,0,0,0,open,open,2016-03-18
